index,ticker,timestamp,open,high,low,close,volume
99.0,ABBV,2021-05-28,112.4,118.28,111.59,113.2,151432684
98.0,ABBV,2021-04-30,108.92,112.61,104.17,111.5,134588899
97.0,ABBV,2021-03-31,108.53,111.08,102.05,108.22,168030371
96.0,ABBV,2021-02-26,103.0,110.27,101.86,107.74,141831911
95.0,ABBV,2021-01-29,107.18,113.41,101.8117,102.48,147712852
94.0,ABBV,2020-12-31,105.05,109.15,101.5478,107.15,142797150
93.0,ABBV,2020-11-30,86.03,105.8,86.0,104.58,202165468
92.0,ABBV,2020-10-30,88.17,88.8,79.1101,85.1,171550035
91.0,ABBV,2020-09-30,95.52,95.92,85.32,87.59,165933331
90.0,ABBV,2020-08-31,95.19,97.42,91.78,95.77,135946804
89.0,ABBV,2020-07-31,98.5,101.28,93.55,94.91,142070249
88.0,ABBV,2020-06-30,92.05,99.35,89.6,98.18,187430663
87.0,ABBV,2020-05-29,81.95,93.66,80.5,92.67,272446683
86.0,ABBV,2020-04-30,72.12,85.97,71.43,82.2,204672429
85.0,ABBV,2020-03-31,86.0,91.86,62.55,76.19,368052041
84.0,ABBV,2020-02-28,81.31,97.86,80.92,85.71,204643938
83.0,ABBV,2020-01-31,89.08,90.29,80.41,81.02,191549416
82.0,ABBV,2019-12-31,87.84,91.99,85.59,88.54,141829998
81.0,ABBV,2019-11-29,80.03,90.41,79.13,87.73,162856799
80.0,ABBV,2019-10-31,75.89,79.79,71.57,79.55,165129444
79.0,ABBV,2019-09-30,65.78,76.44,64.44,75.72,167829742
78.0,ABBV,2019-08-30,66.93,68.46,62.66,65.74,190272201
77.0,ABBV,2019-07-31,73.5,74.97,65.63,66.62,245440413
76.0,ABBV,2019-06-28,76.63,79.34,65.06,72.72,258341384
75.0,ABBV,2019-05-31,79.6,81.75,75.62,76.71,101085914
74.0,ABBV,2019-04-30,80.98,84.73,76.81,79.39,127086596
73.0,ABBV,2019-03-29,79.77,81.99,77.09,80.59,128127680
72.0,ABBV,2019-02-28,80.25,81.7,77.52,79.24,108610842
71.0,ABBV,2019-01-31,91.24,92.3,75.77,80.29,181094702
70.0,ABBV,2018-12-31,94.32,94.98,82.41,92.19,125818347
69.0,ABBV,2018-11-30,77.71,94.27,77.5,94.27,162382805
68.0,ABBV,2018-10-31,94.74,96.6,77.74,77.85,138287641
67.0,ABBV,2018-09-28,95.97,96.4,90.4,94.58,98561247
66.0,ABBV,2018-08-31,92.29,100.23,92.28,95.98,111960508
65.0,ABBV,2018-07-31,92.06,98.95,86.76,92.23,145194414
64.0,ABBV,2018-06-29,97.93,101.08,90.81,92.65,161878296
63.0,ABBV,2018-05-31,102.1,107.25,98.5,98.94,243029478
62.0,ABBV,2018-04-30,94.0,99.42,88.22,96.55,139836727
61.0,ABBV,2018-03-29,115.91,121.45,91.12,94.65,164890242
60.0,ABBV,2018-02-28,112.24,122.0,101.0,115.83,136960541
59.0,ABBV,2018-01-31,97.14,125.86,96.75,112.22,140712023
58.0,ABBV,2017-12-29,97.19,99.1,92.9,96.71,83433841
57.0,ABBV,2017-11-30,90.78,97.53,90.19,96.92,99591695
56.0,ABBV,2017-10-31,89.74,98.26,85.24,90.25,134875020
55.0,ABBV,2017-09-29,75.59,90.95,74.73,88.86,190163376
54.0,ABBV,2017-08-31,70.03,75.4,69.47,75.3,97289161
53.0,ABBV,2017-07-31,72.76,75.04,69.38,69.91,97993936
52.0,ABBV,2017-06-30,66.255,73.67,66.12,72.51,129951733
51.0,ABBV,2017-05-31,66.0,67.4,64.61,66.02,122414187
50.0,ABBV,2017-04-28,65.24,67.5,63.1153,65.94,103181206
49.0,ABBV,2017-03-31,62.16,66.79,61.95,65.16,143065659
48.0,ABBV,2017-02-28,61.07,62.4,60.05,61.84,126886059
47.0,ABBV,2017-01-31,62.92,64.5,59.27,61.11,156332934
46.0,ABBV,2016-12-30,60.83,63.33,58.75,62.62,149402248
45.0,ABBV,2016-11-30,56.0,65.05,55.68,60.8,195493786
44.0,ABBV,2016-10-31,63.02,63.75,55.0623,55.78,133963726
43.0,ABBV,2016-09-30,64.1,65.33,62.45,63.07,137679158
42.0,ABBV,2016-08-31,66.23,68.1239,63.5,64.1,150348235
41.0,ABBV,2016-07-29,61.98,66.4,61.77,66.23,153738770
40.0,ABBV,2016-06-30,62.9,65.37,58.329,61.91,211643211
39.0,ABBV,2016-05-31,60.79,63.87,58.5,62.93,206072595
38.0,ABBV,2016-04-29,56.58,62.1,56.36,61.0,140372529
37.0,ABBV,2016-03-31,54.78,57.87,54.24,57.12,140975748
36.0,ABBV,2016-02-29,54.16,57.31,51.6,54.61,183326177
35.0,ABBV,2016-01-29,58.06,59.81,50.71,54.9,217448415
34.0,ABBV,2015-12-31,58.23,60.12,53.24,59.24,160563343
33.0,ABBV,2015-11-30,61.6,64.3,57.9601,58.15,157989326
32.0,ABBV,2015-10-30,54.68,60.73,45.45,59.55,267028489
31.0,ABBV,2015-09-30,61.33,62.28,51.88,54.41,241006805
30.0,ABBV,2015-08-31,70.19,70.79,53.87,62.41,221506155
29.0,ABBV,2015-07-31,67.9,71.6,67.32,70.01,181337781
28.0,ABBV,2015-06-30,66.8,70.75,66.1,67.19,211499136
27.0,ABBV,2015-05-29,65.09,67.99,63.4,66.59,219974354
26.0,ABBV,2015-04-30,58.48,66.66,56.33,64.66,261299822
25.0,ABBV,2015-03-31,60.3,61.73,54.78,58.54,293327180
24.0,ABBV,2015-02-27,61.49,61.9,55.18,60.5,258894328
23.0,ABBV,2015-01-30,65.62,68.29,60.12,60.35,167896336
22.0,ABBV,2014-12-31,69.08,70.76,64.02,65.44,157658512
21.0,ABBV,2014-11-28,63.66,69.48,61.31,69.2,121409781
20.0,ABBV,2014-10-31,57.93,63.99,52.06,63.46,466041542
19.0,ABBV,2014-09-30,55.43,60.02,54.83,57.76,240252876
18.0,ABBV,2014-08-29,52.03,55.94,51.37,55.28,213154600
17.0,ABBV,2014-07-31,56.42,58.27,51.82,52.34,325939300
16.0,ABBV,2014-06-30,54.43,56.9,52.29,56.44,122883700
15.0,ABBV,2014-05-30,51.89,54.61,50.31,54.33,92470200
14.0,ABBV,2014-04-30,51.62,54.44,45.5,52.08,154855500
13.0,ABBV,2014-03-31,50.34,54.73,49.79,51.4,122225700
12.0,ABBV,2014-02-28,49.4,52.11,46.95,50.91,120695900
11.0,ABBV,2014-01-31,52.12,52.7,46.42,49.23,163880000
10.0,ABBV,2013-12-31,48.49,54.78,48.02,52.81,142934200
9.0,ABBV,2013-11-29,48.64,49.96,46.83,48.45,88611100
8.0,ABBV,2013-10-31,44.81,50.2,44.32,48.45,117974800
7.0,ABBV,2013-09-30,43.0,48.42,42.31,44.73,95067300
6.0,ABBV,2013-08-30,45.14,45.9,42.25,42.61,78325100
5.0,ABBV,2013-07-31,41.4,45.91,41.07,45.48,85701800
4.0,ABBV,2013-06-28,42.88,44.47,40.1,41.34,107872600
3.0,ABBV,2013-05-31,45.74,48.0,42.6825,42.69,119566400
2.0,ABBV,2013-04-30,39.96,46.32,39.96,46.05,176083000
1.0,ABBV,2013-03-28,36.8,40.8,36.551,40.78,122236200
0.0,ABBV,2013-02-28,36.84,39.13,35.01,36.92,151690500
,BMY,1999-12-31,72.63,74.56,59.94,64.19,91559200
,BMY,2000-01-31,64.25,69.5,58.0,66.25,122594400
,BMY,2000-02-29,64.25,65.56,55.38,57.25,88705900
,BMY,2000-03-31,56.69,60.25,42.44,57.13,221494100
,BMY,2000-04-28,59.63,67.63,46.0,52.44,222314500
,BMY,2000-05-31,52.44,58.5,50.75,56.13,103665000
,BMY,2000-06-30,54.75,58.35,50.38,58.25,117443100
,BMY,2000-07-31,58.25,59.44,47.75,51.63,118321500
,BMY,2000-08-31,49.75,56.44,49.75,53.02,110010300
,BMY,2000-09-29,53.88,59.44,49.94,57.5,110679900
,BMY,2000-10-31,57.25,64.88,55.25,60.94,102457100
,BMY,2000-11-30,61.88,73.25,60.0,69.31,107630600
,BMY,2000-12-29,69.31,74.88,65.25,73.94,95546000
,BMY,2001-01-31,73.0,73.5,60.1,61.89,143469200
,BMY,2001-02-28,61.5,65.9,60.6,63.41,82243200
,BMY,2001-03-30,63.4,64.5,50.8,59.4,117413400
,BMY,2001-04-30,58.75,59.85,54.5,56.0,104371100
,BMY,2001-05-31,56.45,57.52,51.93,54.24,136377400
,BMY,2001-06-29,55.2,58.12,51.6,52.3,106724200
,BMY,2001-07-31,52.85,59.9,51.6,59.14,103617100
,BMY,2001-08-31,59.2,59.9,55.0,56.14,85503400
,BMY,2001-09-28,56.5,60.0,50.25,55.56,106429600
,BMY,2001-10-31,56.0,59.95,53.03,53.45,118141200
,BMY,2001-11-30,54.0,57.0,52.4,53.76,111611700
,BMY,2001-12-31,54.17,56.0,48.5,51.0,152455000
,BMY,2002-01-31,50.47,51.95,40.0,45.37,166472400
,BMY,2002-02-28,45.23,47.75,42.0,47.0,116549800
,BMY,2002-03-28,47.0,51.2,39.15,40.49,213142400
,BMY,2002-04-30,40.49,40.49,28.5,28.8,336614600
,BMY,2002-05-31,28.65,31.7,28.0,31.12,173397900
,BMY,2002-06-28,30.5,30.5,24.51,25.7,179061300
,BMY,2002-07-31,25.9,26.09,19.49,23.43,250599900
,BMY,2002-08-30,23.4,26.5,21.7,24.95,153022200
,BMY,2002-09-30,24.95,26.48,23.45,23.8,116023500
,BMY,2002-10-31,24.1,25.19,20.74,24.61,160463400
,BMY,2002-11-29,24.7,27.37,23.59,26.5,140889100
,BMY,2002-12-31,26.8,28.25,22.82,23.15,185642900
,BMY,2003-01-31,23.16,26.01,22.9,23.59,140301600
,BMY,2003-02-28,23.79,24.18,21.55,23.3,105986800
,BMY,2003-03-31,23.8,23.94,21.0,21.13,140518800
,BMY,2003-04-30,21.32,25.77,21.3,25.54,131846300
,BMY,2003-05-30,25.53,26.68,23.0,25.6,139150800
,BMY,2003-06-30,27.15,29.21,25.5,27.15,137284200
,BMY,2003-07-31,27.1,27.67,25.28,26.2,116246400
,BMY,2003-08-29,26.3,26.67,24.4,25.37,104505100
,BMY,2003-09-30,25.5,27.95,25.1,25.66,116795500
,BMY,2003-10-31,25.41,26.5,24.22,25.37,139879400
,BMY,2003-11-28,25.44,26.95,24.12,26.35,108852600
,BMY,2003-12-31,26.5,28.86,25.75,28.6,116201500
,BMY,2004-01-30,28.9,30.74,27.9,28.05,173080900
,BMY,2004-02-27,28.05,31.3,27.29,27.82,146410900
,BMY,2004-03-31,27.82,28.37,23.72,24.23,178437700
,BMY,2004-04-30,24.17,25.68,23.9,25.1,154530400
,BMY,2004-05-28,25.4,26.42,24.73,25.27,105220600
,BMY,2004-06-30,25.24,26.1,24.41,24.5,100106800
,BMY,2004-07-30,24.46,24.51,22.22,22.9,119762500
,BMY,2004-08-31,23.09,24.26,22.41,23.73,97113400
,BMY,2004-09-30,23.74,24.72,23.39,23.67,97075500
,BMY,2004-10-29,23.82,24.53,22.79,23.43,115681400
,BMY,2004-11-30,23.73,24.44,22.75,23.5,119066100
,BMY,2004-12-31,23.51,25.88,23.44,25.62,139029800
,BMY,2005-01-31,25.57,25.67,23.25,23.44,122292400
,BMY,2005-02-28,23.5,25.19,23.32,25.03,97775800
,BMY,2005-03-31,25.84,26.0,23.96,25.46,125589500
,BMY,2005-04-29,25.5,26.56,24.82,26.0,122863000
,BMY,2005-05-31,26.18,26.6,25.03,25.36,91731700
,BMY,2005-06-30,25.36,25.8,24.71,24.98,100064700
,BMY,2005-07-29,25.28,25.47,24.48,24.98,85218100
,BMY,2005-08-31,25.13,25.23,23.8,24.47,103134400
,BMY,2005-09-30,24.47,25.49,23.9,24.06,121872300
,BMY,2005-10-31,23.97,24.2,20.7,21.17,178005000
,BMY,2005-11-30,21.17,22.46,20.9,21.59,161765300
,BMY,2005-12-30,21.74,23.77,21.13,22.98,173449900
,BMY,2006-01-31,23.25,23.27,21.21,22.79,230246000
,BMY,2006-02-28,22.79,23.44,22.18,23.1,158227700
,BMY,2006-03-31,23.0,25.95,22.53,24.61,207932300
,BMY,2006-04-28,24.75,25.55,23.9,25.38,128718500
,BMY,2006-05-31,25.53,25.55,23.21,24.55,124455500
,BMY,2006-06-30,24.55,25.97,24.48,25.86,151832000
,BMY,2006-07-31,25.86,26.14,23.72,23.97,160441200
,BMY,2006-08-31,23.98,23.98,20.08,21.75,393361200
,BMY,2006-09-29,22.88,25.24,22.25,24.92,240339200
,BMY,2006-10-31,25.03,25.03,23.93,24.75,156690000
,BMY,2006-11-30,24.89,25.16,23.95,24.83,140847000
,BMY,2006-12-29,24.87,26.41,24.6,26.32,127193100
,BMY,2007-01-31,26.43,29.39,25.73,28.79,213827900
,BMY,2007-02-28,28.9,29.33,25.89,26.38,169248000
,BMY,2007-03-30,26.25,28.1,26.0,27.76,200263300
,BMY,2007-04-30,27.78,30.31,27.0,28.86,192595400
,BMY,2007-05-31,29.17,30.5,28.6,30.31,208550100
,BMY,2007-06-29,30.24,32.25,28.59,31.56,277117400
,BMY,2007-07-31,31.81,32.35,28.16,28.41,235700900
,BMY,2007-08-31,28.01,29.99,26.38,29.15,281100800
,BMY,2007-09-28,28.7,29.33,27.42,28.82,188718900
,BMY,2007-10-31,29.01,30.35,27.9,29.99,256617700
,BMY,2007-11-30,29.9,30.23,27.34,29.63,270704700
,BMY,2007-12-31,29.43,29.64,26.5184,26.52,220999200
,BMY,2008-01-31,26.31,27.37,21.75,23.02,474780800
,BMY,2008-02-29,23.4,24.19,21.98,22.61,260030300
,BMY,2008-03-31,22.48,22.65,20.05,21.3,289778900
,BMY,2008-04-30,21.63,22.55,21.15,21.97,266229400
,BMY,2008-05-30,21.98,23.6,21.45,22.79,281277500
,BMY,2008-06-30,22.75,22.75,19.43,20.53,298809900
,BMY,2008-07-31,20.34,22.93,20.29,21.12,338243200
,BMY,2008-08-29,21.16,22.58,21.01,21.34,211841200
,BMY,2008-09-30,21.37,22.63,19.7,20.85,307847000
,BMY,2008-10-31,20.61,21.25,16.0,20.55,490110000
,BMY,2008-11-28,20.7,21.77,18.06,20.7,334296900
,BMY,2008-12-31,20.43,23.82,19.29,23.25,426235200
,BMY,2009-01-30,23.25,23.98,21.25,21.41,341233700
,BMY,2009-02-27,21.5,23.78,18.38,18.41,305504300
,BMY,2009-03-31,18.08,22.18,17.23,21.92,407161900
,BMY,2009-04-30,21.48,22.32,18.83,19.2,316394800
,BMY,2009-05-29,19.46,20.91,19.05,19.92,235316200
,BMY,2009-06-30,20.1,21.12,19.12,20.31,299565500
,BMY,2009-07-31,20.14,21.97,19.19,21.74,301175800
,BMY,2009-08-31,22.07,23.28,21.49,22.13,227840500
,BMY,2009-09-30,22.03,23.07,21.54,22.52,205279700
,BMY,2009-10-30,22.51,23.28,21.76,21.8,215579900
,BMY,2009-11-30,21.87,25.62,21.67,25.31,342945611
,BMY,2009-12-31,25.39,26.62,24.55,25.25,948176700
,BMY,2010-01-29,25.41,26.0,23.5,24.36,291577400
,BMY,2010-02-26,24.77,25.01,23.49,24.51,203265500
,BMY,2010-03-31,24.59,27.07,24.25,26.7,304160200
,BMY,2010-04-30,26.77,27.01,24.07,25.31,302680300
,BMY,2010-05-28,25.31,25.7,22.24,23.21,301022400
,BMY,2010-06-30,23.11,25.95,22.31,24.94,419262700
,BMY,2010-07-30,24.84,25.95,24.22,24.92,268389600
,BMY,2010-08-31,25.33,26.79,25.29,26.08,221200600
,BMY,2010-09-30,26.24,28.0,26.11,27.11,274526600
,BMY,2010-10-29,27.11,27.72,26.62,26.84,184598200
,BMY,2010-11-30,27.015,27.32,25.1,25.24,195934000
,BMY,2010-12-31,25.67,26.88,25.42,26.48,186444500
,BMY,2011-01-31,26.65,26.72,25.16,25.18,215652600
,BMY,2011-02-28,25.35,26.05,25.1,25.81,175762400
,BMY,2011-03-31,25.66,27.96,24.97,26.43,402247000
,BMY,2011-04-29,26.51,28.5,26.4,28.1,222607700
,BMY,2011-05-31,28.24,28.99,28.0,28.76,196134000
,BMY,2011-06-30,28.71,29.54,27.18,28.96,270196700
,BMY,2011-07-29,28.95,29.73,28.5,28.66,199227800
,BMY,2011-08-31,28.97,29.92,25.69,29.75,366484700
,BMY,2011-09-30,29.75,31.908,28.37,31.38,316515300
,BMY,2011-10-31,31.3,33.27,30.95,31.59,323564900
,BMY,2011-11-30,31.07,32.73,30.1,32.72,210981300
,BMY,2011-12-30,32.28,35.44,32.27,35.24,218546000
,BMY,2012-01-31,35.33,35.44,31.89,32.24,263076100
,BMY,2012-02-29,32.53,33.26,31.31,32.17,182904500
,BMY,2012-03-30,32.05,33.92,32.05,33.75,205026832
,BMY,2012-04-30,33.65,35.0,32.28,33.37,193241213
,BMY,2012-05-31,33.55,33.76,32.36,33.34,187454600
,BMY,2012-06-29,32.87,35.95,32.83,35.95,246773600
,BMY,2012-07-31,35.74,36.34,34.37,35.6,191106800
,BMY,2012-08-31,35.73,36.0,31.37,33.01,293635100
,BMY,2012-09-28,33.04,34.24,32.82,33.75,200223500
,BMY,2012-10-31,33.79,34.55,32.7,33.25,204148321
,BMY,2012-11-30,33.47,33.86,30.64,32.63,191025200
,BMY,2012-12-31,32.71,33.55,31.85,32.59,169576100
,BMY,2013-01-31,32.84,36.71,32.5,36.14,219032600
,BMY,2013-02-28,36.42,37.22,36.03,36.97,155801200
,BMY,2013-03-28,36.89,41.25,36.43,41.19,217649000
,BMY,2013-04-30,41.12,42.87,39.18,39.72,194729400
,BMY,2013-05-31,39.47,48.83,39.18,46.01,272646200
,BMY,2013-06-28,47.1,49.57,44.32,44.69,227346800
,BMY,2013-07-31,45.06,46.14,42.96,43.24,171955100
,BMY,2013-08-30,43.7,44.39,41.11,41.69,135771600
,BMY,2013-09-30,42.01,47.59,41.32,46.28,146349100
,BMY,2013-10-31,46.45,53.68,46.14,52.52,170383300
,BMY,2013-11-29,52.63,53.61,51.01,51.38,143904300
,BMY,2013-12-31,51.29,54.49,50.11,53.15,131146400
,BMY,2014-01-31,52.52,56.83,49.45,49.97,225895800
,BMY,2014-02-28,50.13,54.96,47.52,53.77,160514200
,BMY,2014-03-31,53.17,57.49,50.16,51.95,184514300
,BMY,2014-04-30,52.23,52.39,47.42,50.09,176374000
,BMY,2014-05-30,49.95,52.49,48.1,49.74,173660400
,BMY,2014-06-30,49.9,50.0,46.3,48.51,220491600
,BMY,2014-07-31,48.51,51.34,47.34,50.62,142106034
,BMY,2014-08-29,50.79,50.97,48.51,50.65,101634200
,BMY,2014-09-30,50.62,52.17,49.7,51.18,111025370
,BMY,2014-10-31,51.01,59.03,47.545,58.19,192874702
,BMY,2014-11-28,58.31,59.715,57.35,59.05,108147338
,BMY,2014-12-31,59.21,61.77,57.601,59.03,130209999
,BMY,2015-01-30,59.43,64.44,58.04,60.27,142564527
,BMY,2015-02-27,60.71,61.605,58.65,60.92,98419342
,BMY,2015-03-31,61.12,69.2,61.04,64.5,155950789
,BMY,2015-04-30,64.2,67.53,62.66,63.73,132243363
,BMY,2015-05-29,64.28,69.86,63.16,64.6,130790303
,BMY,2015-06-30,66.63,68.14,64.26,66.54,163392699
,BMY,2015-07-31,66.45,70.54,63.82,65.64,131544165
,BMY,2015-08-31,65.95,66.13,51.82,59.47,134302304
,BMY,2015-09-30,58.55,64.68,56.32,59.2,188877517
,BMY,2015-10-30,59.26,68.48,58.39,65.95,164397566
,BMY,2015-11-30,66.56,69.0,63.57,67.01,98689013
,BMY,2015-12-31,67.54,70.87,66.14,68.79,112892557
,BMY,2016-01-29,67.45,68.9,60.0,62.16,165183823
,BMY,2016-02-29,61.87,64.54,57.94,61.93,143154656
,BMY,2016-03-31,62.31,66.6835,60.98,63.88,144870211
,BMY,2016-04-29,63.66,73.06,63.5,72.18,117778170
,BMY,2016-05-31,72.19,73.01,69.56,71.7,118584231
,BMY,2016-06-30,71.71,75.12,70.09,73.55,144598579
,BMY,2016-07-29,73.66,77.12,72.87,74.81,96876725
,BMY,2016-08-31,75.13,76.3,56.92,57.39,388139060
,BMY,2016-09-30,57.6,57.62,53.76,53.92,256447435
,BMY,2016-10-31,53.94,55.9,49.03,50.91,328156296
,BMY,2016-11-30,50.93,57.55,50.1,56.44,239140167
,BMY,2016-12-30,55.94,59.925,54.36,58.44,169935038
,BMY,2017-01-31,58.78,60.45,46.01,49.16,341550666
,BMY,2017-02-28,49.13,57.21,48.32,56.71,245791424
,BMY,2017-03-31,57.0,58.54,54.16,54.38,237012599
,BMY,2017-04-28,54.53,56.33,52.51,56.05,165265933
,BMY,2017-05-31,56.34,56.83,53.32,53.95,166543984
,BMY,2017-06-30,54.0,57.9,51.56,55.72,179563910
,BMY,2017-07-31,56.27,57.2,52.06,56.9,137022519
,BMY,2017-08-31,57.15,60.75,55.08,60.48,128067794
,BMY,2017-09-29,60.36,63.75,59.39,63.74,121016734
,BMY,2017-10-31,63.8,66.1,59.79,61.66,134847405
,BMY,2017-11-30,61.86,63.8,60.15,63.19,91921174
,BMY,2017-12-29,63.16,63.97,60.59,61.28,98414562
,BMY,2018-01-31,61.4,64.96,59.42,62.6,143007075
,BMY,2018-02-28,62.18,70.05,58.44,66.2,191083438
,BMY,2018-03-29,66.1,68.22,61.73,63.25,122475939
,BMY,2018-04-30,62.93,63.23,50.56,52.13,254501190
,BMY,2018-05-31,51.98,53.45,49.96,52.62,164795756
,BMY,2018-06-29,52.91,55.85,49.97,55.34,167496328
,BMY,2018-07-31,55.17,60.99,54.48,58.75,121255760
,BMY,2018-08-31,58.86,61.59,58.64,60.55,118941027
,BMY,2018-09-28,60.5,62.62,59.52,62.08,94327859
,BMY,2018-10-31,62.37,63.69,46.94,50.54,232863438
,BMY,2018-11-30,50.68,54.81,49.86,53.46,180080864
,BMY,2018-12-31,53.58,54.25,47.89,51.98,174420792
,BMY,2019-01-31,51.34,52.84,44.3,49.37,451458126
,BMY,2019-02-28,49.01,52.8,48.58,51.66,362153973
,BMY,2019-03-29,51.67,54.38,46.52,47.71,422103494
,BMY,2019-04-30,48.05,48.1,44.54,46.43,373749128
,BMY,2019-05-31,46.32,49.81,44.86,45.37,292590044
,BMY,2019-06-28,45.26,49.55,44.54,45.35,268589656
,BMY,2019-07-31,45.71,46.68,42.48,44.41,304751297
,BMY,2019-08-30,44.55,49.14,44.41,48.07,265004195
,BMY,2019-09-30,47.89,51.43,47.26,50.71,181610813
,BMY,2019-10-31,51.09,58.22,48.55,57.37,277474268
,BMY,2019-11-29,57.99,59.18,55.3,56.94,510130400
,BMY,2019-12-31,57.34,64.75,56.68,64.19,332054768
,BMY,2020-01-31,63.85,68.34,62.51,62.95,314437494
,BMY,2020-02-28,63.1,67.8,56.37,59.06,253859907
,BMY,2020-03-31,59.57,61.85,45.76,55.74,446442897
,BMY,2020-04-30,53.62,63.18,53.52,60.81,311118114
,BMY,2020-05-29,60.85,65.34,59.11,59.72,346624645
,BMY,2020-06-30,59.46,62.17,54.07,58.8,365297932
,BMY,2020-07-31,59.19,60.68,57.16,58.66,216654061
,BMY,2020-08-31,59.11,64.27,58.53,62.2,189644867
,BMY,2020-09-30,62.2,62.26,56.9,60.29,227368049
,BMY,2020-10-30,60.38,62.42,56.754,58.45,221908939
,BMY,2020-11-30,59.19,66.23,58.84,62.4,226022497
,BMY,2020-12-31,63.15,63.74,59.92,62.03,213133846
,BMY,2021-01-29,61.74,67.1599,60.465,61.43,236934452
,BMY,2021-02-26,61.91,64.635,59.37,61.33,260131077
,BMY,2021-03-31,61.9,64.415,58.625,63.13,284392857
,BMY,2021-04-30,63.18,66.93,61.51,62.42,236873713
,BMY,2021-05-28,62.7,67.96,62.6501,65.72,190629985
,BMY,2021-06-30,66.4,67.94,63.22,66.82,219846935
,BMY,2021-07-30,66.42,69.27,65.78,67.87,181215182
,BMY,2021-08-31,68.2,69.75,66.51,66.86,152250732
,BMY,2021-09-30,67.29,67.29,59.15,59.17,220801906
,BMY,2021-10-29,59.37,60.025,56.11,58.4,253979145
,BMY,2021-11-30,58.3,60.2,53.22,53.63,272618069
,BMY,2021-12-31,53.94,63.17,53.91,62.35,304122692
,BMY,2022-01-31,62.07,65.85,60.86,64.89,261788074
,BMY,2022-02-28,65.01,69.32,62.9,68.67,304191329
,BMY,2022-03-31,68.12,74.07,67.325,73.03,351726314
,BMY,2022-04-29,73.19,78.17,73.0,75.27,300515185
,BMY,2022-05-31,75.37,78.615,73.669,75.45,332001818
,BMY,2022-06-30,75.34,80.59,71.71,77.0,277642621
,BMY,2022-07-29,76.98,77.095,72.26,73.78,192581427
,BMY,2022-08-31,73.76,75.86,65.95,67.41,200473741
,BMY,2022-09-30,67.39,75.99,67.21,71.09,227462986
,BMY,2022-10-31,71.355,78.66,68.33,77.47,185041818
,BMY,2022-11-30,77.0,81.1699,74.5535,80.28,199338785
,BMY,2022-12-30,80.48,81.435,70.87,71.95,187192603
,BMY,2023-01-31,71.76,75.0,70.75,72.65,164846175
,BMY,2023-02-28,72.94,75.18,68.815,68.96,155705191
,BMY,2023-03-31,68.7,69.785,65.275,69.31,186872352
,BMY,2023-04-28,69.03,71.065,66.02,66.77,134270584
,BMY,2023-05-31,67.28,69.1,63.07,64.44,194761316
,BMY,2023-06-30,64.46,66.46,62.88,63.95,171664615
,BMY,2023-07-31,63.94,65.375,60.05,62.19,183981919
,BMY,2023-08-31,62.32,63.41,59.71,61.65,258003379
,BMY,2023-09-29,61.83,62.395,57.61,58.04,234209651
,BMY,2023-10-16,58.01,58.06,55.695,57.17,114261201
,CTLT,2014-08-29,20.0,21.74,19.34,21.5,14331600
,CTLT,2014-09-30,21.35,25.3975,21.21,25.03,23737163
,CTLT,2014-10-31,24.93,26.34,23.21,26.03,10459635
